OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Contribution Revenue
Croatia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Croatia,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,0
Croatia,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
Croatia,983,BYE-FOUNDATION OPEN SOCIETY IN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FOSI,PRIV_BYE-FOUNDATION OPEN SOCIE,40000
Croatia,10902,ENERGY EFFICIENCY FUND,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,0
Croatia,11107,Splitsko-dalmatinska county,HRV,Croatia,HRV_GOVT,Croatia Government,0
Croatia,11152,"MINISTRY OF FAMILY, VETERANS",HRV,Croatia,HRV_GOVT,Croatia Government,23546.33
Croatia,11175,MINISTRY OF HEALTH,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,0
Croatia,11303,ZADAR COUNTY,HRV,Croatia,HRV_GOVT,Croatia Government,9367.15
Croatia,11384,DVOR Municipality,HRV,Croatia,HRV_GOVT,Croatia Government,903.67
Croatia,11386,GLINA TOWN,HRV,Croatia,HRV_GOVT,Croatia Government,0
Croatia,11436,KARLOVAC COUNTY,HRV,Croatia,HRV_GOVT,Croatia Government,0
Croatia,11441,SIBENIK_KNIN COUNTY,HRV,Croatia,HRV_GOVT,Croatia Government,0
Croatia,11443,Foundation of  Partnerships in,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FPH,PRIV_SWISS NGO,0
Croatia,11520,City of Osijek,HRV,Croatia,HRV_GOVT,Croatia Government,16844.92
Croatia,11615,NACIONALNA ZAKLADA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,IMPACT,PRIV,5770.07
Croatia,11637,FOND ZA OBNOVU I RAZVOJ GRADA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FOND_VUKOV,PRIV,53609.72
Croatia,11655,Small Army Survey,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SAS,PRIV,0
Croatia,11689,FER,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CROATIA,PRIVATE NATIONAL,0
Croatia,11733,DHMZ,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CROATIA,PRIVATE NATIONAL,7252.79
Croatia,11778,Hrvatski Telekom d.d,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CROATIA,PRIVATE NATIONAL,0
Croatia,11798,Istrian County,HRV,Croatia,HRV_GOVT,Croatia Government,21470.78
Croatia,11807,MINISTRY OF SOCIAL POLICY AND,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,0
Croatia,11864,CIEMAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CIEMAT,CIEMAT,26720.63
Croatia,11865,Faculty of Civil Engineering,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CROATIA,PRIVATE NATIONAL,23068.84
Croatia,11966,MUP,SRB,SERBIA,SRB_GOVT,SERBIA,12500
Croatia,11995,Swiss Embassy in the Croatia,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
Croatia,12027,ICLEI,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,ICLEI,Rio Uruguay Seguros,0
Croatia,12089,Regional Development Ministry,HRV,Croatia,HRV_MIN,GOVERNMENT OF CROATIA,239143.9
Croatia,12147,Sisak Town,HRV,Croatia,HRV_GOVT,Croatia Government,0
Croatia,12180,Ecologic Institute,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,DEU-ECOLOGIC,INSTITUTE,49963.74
Croatia,12185,Holbaek Municipality,DNK,Denmark,DNK_GOVT,Denmark Government,22606.29
Croatia,12195,Eupportunity,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BEL -,EUPPORT,27059.01
Croatia,12259,EWEA,-,-,-,-,12674.6
Cuba,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Cuba,38,UNOCHA,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
Cuba,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
Cuba,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,52558.78
Cuba,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,4237793
Cuba,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,13546.46
Cuba,1655,RUSSIAN GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,1000000
Cuba,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1994497.94
Cuba,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,135869.57
Cuba,10460,FLORENCIA  DECENTRALIZED COOP,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FLORENCIA,PRIV_FLORENCIA,0
Cuba,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Cuba,10956,COSUDE,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0
Cuba,11347,ALCI Lodi,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ALCI,"PRIV_LODI, ITALY",0
Cuba,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,673372.1
Cyprus,-,-,-,-,-,-,-194807.68
Cyprus,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,88862.07
Cyprus,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
Cyprus,93,GOVERNMENT OF CYPRUS,CYP,Cyprus,CYP_GOVT,Cyprus Government,383806.82
Cyprus,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
Cyprus,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,994.4
Cyprus,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
Cyprus,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,86898.4
Cyprus,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,118843.54
Cyprus,10480,USAID,USA,United States of America,USAID,USAID,4589363.15
Cyprus,11650,OEB,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,OEB,PRIV,0
Cyprus,11686,FAMILY HEALTH INTERNATIONAL RE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,FHI,PRIV_FHI,-3128.6
Cyprus,11855,Slovak Aid,SVK,Slovak Republic,SVK_GOVT,Slovak Republic Government,0
Cyprus,12130,Church of Cyprus,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CYP-,CHURCH,1342756.06
Cyprus,12131,EVKAF ADMINISTRATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,CYP -,EVKAF,1350724.48
Côte d’Ivoire,-,-,-,-,-,-,0
Côte d’Ivoire,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,468581.74
Côte d’Ivoire,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0
Côte d’Ivoire,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,-42524.2
Côte d’Ivoire,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,-131936.66
Côte d’Ivoire,138,GOVERNMENT OF COTE D'IVOIRE,CIV,Cote D'Ivoire,CIV_GOVT,Cote D'Ivoire Government,0
Côte d’Ivoire,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,2000000
Côte d’Ivoire,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Côte d’Ivoire,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,12547.5
Côte d’Ivoire,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,0
Côte d’Ivoire,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1593255.7
Côte d’Ivoire,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,745711.39
Côte d’Ivoire,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,1150000
Côte d’Ivoire,11986,LGL MINES SA COTE D'IVOIRE,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,COTE IVOIRE,PRIVATE NATIONAL,250000
Democratic Republic of Congo,-,-,-,-,-,-,-0.42
Democratic Republic of Congo,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0.23
Democratic Republic of Congo,15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,-5000
Democratic Republic of Congo,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,-2028.14
Democratic Republic of Congo,36,INTERNATIONAL FUND FOR AGRICUL,UN_AGY 1,UN AGENCY 1,IFAD,AGY_NTERNATIONAL FUND FOR AGRI,0
Democratic Republic of Congo,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,-40000
Democratic Republic of Congo,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
Democratic Republic of Congo,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,-4400
Democratic Republic of Congo,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,-16905.48
Democratic Republic of Congo,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0
Democratic Republic of Congo,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,-0.23
Democratic Republic of Congo,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,530021.61
Democratic Republic of Congo,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0.1
Democratic Republic of Congo,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,-66313.85
Democratic Republic of Congo,198,GOVERNMENT OF POLAND,POL,Poland,POL_GOVT,Poland Government,0
Democratic Republic of Congo,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,-11588.8
Democratic Republic of Congo,232,GOVERNMENT OF SWITZERLAND,CHE,Switzerland,CHE_GOVT,Switzerland Government,0
Democratic Republic of Congo,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-557226.84
Democratic Republic of Congo,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,0
Democratic Republic of Congo,455,JAPANESE INTNL COOP  AC.:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,0
Democratic Republic of Congo,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0
Democratic Republic of Congo,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,12903.18
Democratic Republic of Congo,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,-15000
Democratic Republic of Congo,1858,UN Mission in DRC,UN_AGY 1,UN AGENCY 1,MONUC,AGY_UN Mission in DRC,0
Democratic Republic of Congo,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Democratic Republic of Congo,10216,AG. ESPANOLA DE COOPERACION IN,ESP,Spain,ESP_MIN,Spain Ministry,0
Democratic Republic of Congo,10237,FED MINISTRY FOR ECONOMIC COOP,DEU,Germany,DEU_MIN,Germany Ministry,0
Democratic Republic of Congo,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,0
Democratic Republic of Congo,10480,USAID,USA,United States of America,USAID,USAID,708808.91
Democratic Republic of Congo,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,9557036.02
Democratic Republic of Congo,10869,UN DEMOCRACY FUND (UNDEF),UN_AGY 1,UN AGENCY 1,UN,United Nations,0
Democratic Republic of Congo,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,0
Democratic Republic of Congo,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
Democratic Republic of Congo,11243,HUMANITY UNITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,HUMANITY U,PRIV_USA,0
Democratic Republic of Congo,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,0
Democratic Republic of Congo,11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,0
Democratic Republic of Congo,11588,MDTFO/JP_DRC_Microfinance II,MDTF1,BU,JP_MICROFN_COD,MDTFO/JP_DRC_Microfinance II,0
Democratic Republic of Congo,11776,UN Tr Fund for Human Security,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
Democratic Republic of Congo,12037,MDTFO/UNDPJP DRC FightImpunity,MDTF1,BU,JP_COD,MDTFO/UNDPJP DRC FightImpunity,0
Djibouti,96,GOVERNMENT OF DJIBOUTI,DJI,Djibouti,DJI_GOVT,Djibouti Government,40225.98
Djibouti,119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,0
Djibouti,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
Djibouti,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,639266.4
Djibouti,339,"MIN OF PLAN, ECO & MANP :UNCDF",OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,0
Djibouti,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,199999
Dominica,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,-1333.69
Dominican Republic,4,FOOD AND AGRICULTURE ORGANIZAT,UN_AGY 1,UN AGENCY 1,FAO,AGY_FOOD AND AGRICULTURE ORGAN,0
Dominican Republic,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,0
Dominican Republic,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,-36120.83
Dominican Republic,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
Dominican Republic,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
Dominican Republic,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
Dominican Republic,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
Dominican Republic,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,54455
Dominican Republic,98,GOVERNMENT OF DOMINICAN REPUBL,DOM,Dominican Republic,DOM_GOVT,Dominican Republic Government,8887399.33
Dominican Republic,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,448437
Dominican Republic,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
Dominican Republic,311,PRIVATE SECTOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,PRIVSECT,PRIV_PRIVATE SECTOR,0
Dominican Republic,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1977023.12
Dominican Republic,10458,COMO DECENTRALIZED COOP COMMIT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COMO DECEN,PRIV_COMO DECEN,33000
Dominican Republic,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Dominican Republic,10870,MIN. OF FOREIGN AFFAIRS & COOP,ESP,Spain,ESP_MIN,Spain Ministry,0
Dominican Republic,11177,CADBURY HOLDINGS LTD,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CADBURY,PRIV_UNITED KINGDOM,0
Dominican Republic,11296,COMITE DE MILAN,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MILAN,PRIV_ITALIA,0
Dominican Republic,11461,ANESVAD Foundation,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ANESVAD,PRIV_SPAIN,65319.49
Dominican Republic,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,-2100
Dominican Republic,11745,FONDO PROVINCIAL MILANES,ITA,Italy,ITA_GOVT,Italy Government,0
Dominican Republic,11754,FELCOS UMBRIA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FELCOS UMB,FELCOS UMBRIA,2000
Dominican Republic,11802,FELCODE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FELCODE,FELCODE,0
Ecuador,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
Ecuador,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,13.53
Ecuador,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,0
Ecuador,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
Ecuador,1286,ECU-MINISTERIO DE EDUCACION Y,ECU,Ecuador,ECU_MIN,Ecuador Ministry,-50252.11
Ecuador,1453,ECU-MUNICIPIO DE CUENCA,ECU,Ecuador,ECU_MIN,Ecuador Ministry,33703.84
Ecuador,10125,MUNICIPO DE QUITO (DONOR),ECU,Ecuador,ECU_MIN,Ecuador Ministry,0
Ecuador,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Ecuador,10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,0
Ecuador,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,-1391.56
Ecuador,11196,GENERALITAT VALENCIANA (DONOR),ESP,Spain,ESP_MIN,Spain Ministry,0
Ecuador,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,227492.55
Ecuador,11724,European Comm. Humanit. Aid Of,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0
Ecuador,11776,UN Tr Fund for Human Security,UN_AGY 1,UN AGENCY 1,UN,United Nations,0
Ecuador,11824,ECU Gobierno Provincial El Oro,ECU,Ecuador,ECU_MIN,Ecuador Ministry,-33508.7
Egypt,-,-,-,-,-,-,-365752.26
Egypt,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,15000
Egypt,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,160000
Egypt,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,50000
Egypt,56,GOVERNMENT OF AUSTRIA,AUT,Austria,AUT_GOVT,Austria Government,0
Egypt,101,GOVERNMENT OF EGYPT,EGY,Egypt,EGY_GOVT,Egypt Government,33022930.59
Egypt,110,GOVERNMENT OF FINLAND,FIN,Finland,FIN_GOVT,Finland Government,0
Egypt,117,GOVERNMENT OF GERMANY,DEU,Germany,DEU_GOVT,Germany Government,0
Egypt,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,0
Egypt,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,0
Egypt,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,8000000
Egypt,182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,0
Egypt,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,0
Egypt,205,GOVERNMENT OF ROMANIA,ROM,Romania,ROM_GOVT,Romania Government,0
Egypt,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,9205.53
Egypt,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
Egypt,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1312551.99
Egypt,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
Egypt,980,EGY-FORD FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,FORD FOUND,PRIV_EGY-FORD FOUNDATION,0
Egypt,1050,EGY-GENERAL ORGANIZATTION FOR,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,GOPP,PRIV_EGY-GENERAL ORGANIZATTION,746229.47
Egypt,1277,EGY-MINISTRY OF COMMUNICATION,EGY,Egypt,EGY_MIN,Egypt Ministry,2088576.45
Egypt,1319,EGY-MINISTRY OF INTERNATIONAL,EGY,Egypt,EGY_MIN,Egypt Ministry,-398
Egypt,1394,EGY-MINISTRY OF STATE FOR ADMI,EGY,Egypt,EGY_MIN,Egypt Ministry,1110906.48
Egypt,1403,EGY-MINISTRY OF FINANCE,EGY,Egypt,EGY_MIN,Egypt Ministry,999167.5
Egypt,10048,CARE INTERNATIONAL,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CARE,PRIV_CARE INTERNATIONAL,4893.74
Egypt,10259,National Telecom Regulatory Au,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,NTRA,PRIV_TELECOMMUNICATION REGULAT,0
Egypt,10389,ROCKEFELLER BROTHERS FUND,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,RBF,Rockefeller Brothers Fund,0
Egypt,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
Egypt,10758,MANSOUR GROUP,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MANGROUP,PRIV_MANGROUP,38931.62
Egypt,10786,MINISTRY OF SOCIAL SOLIDARITY,EGY,Egypt,EGY_MIN,Egypt Ministry,0
Egypt,10989,EGY UNWOMEN,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
Egypt,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,0
Egypt,11260,EGY - Industrial Modernisation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,IMC,PRIV_EGYPT,0
Egypt,11285,EGY-Min. of. Environ. Affairs.,EGY,Egypt,EGY_MIN,Egypt Ministry,68521.89
Egypt,11403,SDC-Swiss Agency For Developme,CHE,Switzerland,CHE_MIN,Switzerland Ministry,0
Egypt,11464,Arab African International  ba,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AAIB,PRIV_EGYPT,0
Egypt,11467,Siemens technologies SAE,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SIEMENS EG,PRIV_EGYPT,0
Egypt,11473,River transport Authority,EGY,Egypt,EGY_MIN,Egypt Ministry,0
Egypt,11477,Authority for  maritime  safet,EGY,Egypt,EGY_MIN,Egypt Ministry,0
Egypt,11478,Authority of Road and Bridges,EGY,Egypt,EGY_MIN,Egypt Ministry,0
Egypt,11479,Ministry of  transport,EGY,Egypt,EGY_MIN,Egypt Ministry,0
Egypt,11480,Authority for Tunnels,EGY,Egypt,EGY_MIN,Egypt Ministry,0
Egypt,11491,Dana Gas Company,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,DANA GAS C,PRIV_,0
Egypt,11519,Ministry of Local development,EGY,Egypt,EGY_MIN,Egypt Ministry,0
Egypt,11688,DEUTSCHE GESELLSCHAFT FUR INTE,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
Egypt,11752,Sawiris Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,EGYPT,PRIVATE NATIONAL,202020.95
Egypt,11924,MPTF/JP_UN PART RIGHTS DISAB,MDTF1,BU,UN_PRPD_DISABILITIES,Rights of Persons- Disabilitie,182702
Egypt,11963,EGYPTIAN POST,EGY,Egypt,EGY_MIN,Egypt Ministry,656478.95
Egypt,12196,Social & Lgl Empwrmnt Egyptn W,MDTF1,BU,EGY-,Epw Egpt Wmn,1017994
El Salvador,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,-64181.32
El Salvador,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,5000
El Salvador,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
El Salvador,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,0
El Salvador,102,GOVERNMENT OF EL SALVADOR,SLV,El Salvador,SLV_GOVT,El Salvador Government,-9525.42
El Salvador,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,1766304.34
El Salvador,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,178250.01
El Salvador,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,-2404
El Salvador,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,24434.94
El Salvador,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0
El Salvador,1046,ELS-GOBIERNO DE EL SALVADOR,SLV,El Salvador,SLV_GOVT,El Salvador Government,23607528.32
El Salvador,10046,GTZ,DEU,Germany,DEU_AGY_GIZ,Germany Agency GIZ,0
