key,OU Description,Donor,Donor Description,Donor Rollup Level 3,Donor Rollup Level 3 Descr,Donor Rollup Level 4,Donor Rollup Level 4 Descr,Expenses
2376,Russian Federation,3,INTERNATIONAL LABOUR ORGANIZAT,UN_AGY 1,UN AGENCY 1,ILO,AGY_INTERNATIONAL LABOUR ORGAN,1021.95
2377,Russian Federation,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,1546.64
2378,Russian Federation,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,4281.28
2379,Russian Federation,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,1239.86
2380,Russian Federation,28,UN Office on Drugs and Crime,UN_AGY 1,UN AGENCY 1,UNODC,AGY_UN INTERNATIONAL DRUG CONT,759.03
2381,Russian Federation,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,1806.88
2382,Russian Federation,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,2318.05
2383,Russian Federation,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,1403.76
2384,Russian Federation,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,3119.76
2385,Russian Federation,206,GOVERNMENT OF RUSSIAN FEDERATI,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,0
2386,Russian Federation,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,1459.72
2387,Russian Federation,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,524.57
2388,Russian Federation,1655,RUSSIAN GOVERNMENT,RUS,Russian Federation,RUS_GOVT,Russian Federation Government,0
2389,Russian Federation,1863,UN Office in Vienna,UN_AGY 1,UN AGENCY 1,UNOV,AGY_UN Office in Vienna,400
2390,Russian Federation,1865,UN Information Centre,UN_AGY 1,UN AGENCY 1,UNIC,AGY_UN Information Centre,99.16
2391,Russian Federation,10153,UN Department of Safety and Se,UN_AGY 1,UN AGENCY 1,UNSECOORD,AGY_UNSECOORD,10.8
2392,Russian Federation,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,497159.65
2393,Russian Federation,10836,MSU,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,MSU,"PRIV_MSU, RUSSIA",0
2394,Russian Federation,11092,CSPR AS RB,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,CSPR,PRIV_INDUSTRY_UK,0
2395,Russian Federation,11506,Sakhalin Energy,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SAKHENERGY,PRIV_Sakhalin Russia,3036.54
2396,Russian Federation,11681,OJSC-OC ROSNEFT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ROSNEFT,PRIV,39.38
2397,Russian Federation,11702,"JSFC ""Sistema""",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SISTEMA,PRIV,72.19
2398,Russian Federation,12212,OJSC IC RUSS-INVEST,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,RUS -,RussInvest,0
2399,Rwanda,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
2400,Rwanda,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,30246.71
2401,Rwanda,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,0
2402,Rwanda,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
2403,Rwanda,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,0
2404,Rwanda,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,1202772.46
2405,Rwanda,10783,"MILLENNIUM PROMISE ALLIANCE, I",PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MP,MILLENNIUM PROMISE,0
2406,Samoa,-,-,-,-,-,-,0
2407,Samoa,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
2408,Samoa,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,-3.81
2409,Samoa,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,221696.61
2410,Sao Tome and Principe,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
2411,Sao Tome and Principe,17,AFRICAN DEVELOPMENT BANK,IFI_ADB,IFI_ADB,ADB,African Development Bank,37962.78
2412,Sao Tome and Principe,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,-1155.48
2413,Sao Tome and Principe,225,GOVERNMENT OF SAO TOME AND PRI,STP,Sao Tome and Principe,STP_GOVT,Sao Tome and Principe Governme,0
2414,Sao Tome and Principe,237,GOVERNMENT OF TOGO,TGO,Togo,TGO_GOVT,Togo Government,0
2415,Sao Tome and Principe,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,4489.06
2416,Sao Tome and Principe,250,ALLOCATED INTEREST,UN_AGY 1,UN AGENCY 1,UND,AGY_UNDETERMINED,0
2417,Sao Tome and Principe,327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,2112270.33
2418,Saudi Arabia,-,-,-,-,-,-,0
2419,Saudi Arabia,210,GOVERNMENT OF SAUDI ARABIA,SAU,Saudi Arabia,SAU_GOVT,Saudi Arabia Government,21395253.65
2420,Saudi Arabia,11916,Princess Al Anood Foundation,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,SAUDI ARABIA,PRIVATE NATIONAL,51296
2421,Senegal,-,-,-,-,-,-,16.49
2422,Senegal,5,UNESCO,UN_AGY 1,UN AGENCY 1,UNESCO,AGY_UNITED NATIONS EDUCATIONAL,6732.14
2423,Senegal,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,177105.36
2424,Senegal,13,UN INDUSTRIAL DEVELOPMENT ORGA,UN_AGY 1,UN AGENCY 1,UNIDO,AGY_UN INDUSTRIAL DEVELOPMENT,30151.91
2425,Senegal,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,66734.06
2426,Senegal,61,GOVERNMENT OF BELGIUM,BEL,Belgium,BEL_GOVT,Belgium Government,133948.36
2427,Senegal,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
2428,Senegal,155,GOVERNMENT OF LUXEMBOURG,LUX,Luxembourg,LUX_GOVT,Luxembourg Government,-268.96
2429,Senegal,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,69376.87
2430,Senegal,10012,BILL AND MELINDA GATES FOUNDAT,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,GATESFOUND,PRIV_BILL AND MELINDA GATES FO,253934.1
2431,Senegal,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1815186.83
2432,Senegal,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
2433,Serbia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,808.55
2434,Serbia,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,1367.99
2435,Serbia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,20479.13
2436,Serbia,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,3275.74
2437,Serbia,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,491742.25
2438,Serbia,205,GOVERNMENT OF ROMANIA,ROM,Romania,ROM_GOVT,Romania Government,0.01
2439,Serbia,253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,0
2440,Serbia,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,680950.25
2441,Serbia,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,471929.77
2442,Serbia,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,469110.44
2443,Serbia,559,OFFICE OF THE HIGH COMMISSIONE,UN_AGY 1,UN AGENCY 1,OHCHR,AGY_OFFICE OF THE HIGH COMMISS,62246.66
2444,Serbia,821,POL-POLISH-JAPANESE COOPERATIO,OTH_UND1,OTHERS_UNIDENTIFIED1,OTH_UND2,OTHERS_UNIDENTIFIED2,-0.12
2445,Serbia,1576,UAE-PROGRAMME COST SHARING,UN_AGY 1,UN AGENCY 1,PCSH,AGY_UAE-PROGRAMME COST SHARING,641.69
2446,Serbia,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,60.24
2447,Serbia,10282,SWISS AGY FOR DEVELOPMENT & CO,CHE,Switzerland,CHE_MIN,Switzerland Ministry,199467.8
2448,Serbia,10315,ORG FOR SECURITY AND COOPERATI,MUTLI_AGY2,MULTI-LATERAL AGENCY2,0SCE,INTER-GOVERN_EUROP SEC ORG,102207.78
2449,Serbia,10737,COCA COLA COMPANY,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,COCA COLA,PRIV_COCA COLA,36072.27
2450,Serbia,10779,UNOPS-CSA,UN_AGY 1,UN AGENCY 1,UNOPS,United Nations Office for Proj,62678.51
2451,Serbia,11336,Ministry of Finance of the Rep,SRB,SERBIA,SRB_GOVT,SERBIA,608113.99
2452,Serbia,11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,159446.14
2453,Serbia,11401,MDTFO/JP_FM_Eliminate_Violence,MDTF1,BU,FM_AEVAM,UNIFEM ELIM VIOLENCE,150936.38
2454,Serbia,11871,Municipality of Cajetina SRB,SRB,SERBIA,SRB_GOVT,SERBIA,196099.98
2455,Serbia,11904,Municipality of Alibunar,SRB,SERBIA,SRB_GOVT,SERBIA,44073.14
2456,Serbia,11969,Municipality of Bosilegard,SRB,SERBIA,SRB_GOVT,SERBIA,34068.07
2457,Serbia,12097,SRB Ministry of Energy,SRB,SERBIA,SRB_GOVT,SERBIA,20603.6
2458,Serbia,55456,Municipality of Vracar SRB,SRB,SERBIA,SRB_GOVT,SERBIA,138757.57
2459,Sierra Leone,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,431997.77
2460,Sierra Leone,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,681.34
2461,Sierra Leone,134,GOVERNMENT OF IRELAND,IRL,Ireland,IRL_GOVT,Ireland Government,508869.53
2462,Sierra Leone,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,5418.47
2463,Sierra Leone,220,GOVERNMENT OF SPAIN,ESP,Spain,ESP_GOVT,Spain Government,9.7
2464,Sierra Leone,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,1454115.78
2465,Sierra Leone,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,1902785.69
2466,Sierra Leone,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,0
2467,Sierra Leone,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,621463.46
2468,Sierra Leone,11400,MDTFO/JP_Sierra_Leone_MDTF,MDTF1,BU,SL_MDTF,JP SIERRA LEONE,15611.75
2469,Sierra Leone,12270,Sustainable DG Fund,-,-,-,-,0
2470,Solomon Islands,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,19.92
2471,Solomon Islands,55,GOVERNMENT OF AUSTRALIA,AUS,Australia,AUS_GOVT,Australia Government,80036.83
2472,Solomon Islands,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,59445.31
2473,Solomon Islands,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,413480.39
2474,Solomon Islands,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,250595.54
2475,Solomon Islands,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,441047.77
2476,Somalia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,1018953.38
2477,Somalia,28,UN Office on Drugs and Crime,UN_AGY 1,UN AGENCY 1,UNODC,AGY_UN INTERNATIONAL DRUG CONT,224692.21
2478,Somalia,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
2479,Somalia,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,451530.6
2480,Somalia,37,WORLD FOOD PROGRAMME,UN_AGY 1,UN AGENCY 1,WFP,AGY_WORLD FOOD PROGRAMME,0
2481,Somalia,41,UNITED NATIONS ENVIRONMENT PRO,UN_AGY 1,UN AGENCY 1,UNEP,AGY_UNITED NATIONS ENVIRONMENT,0
2482,Somalia,43,INTERNATIONAL ORGANIZATION FOR,UN_AGY 1,UN AGENCY 1,IOM,AGY_INTERNATIONAL ORGANIZATION,0
2483,Somalia,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,2299998.03
2484,Somalia,119,GOVERNMENT OF GREECE,GRC,Greece,GRC_GOVT,Greece Government,326481.63
2485,Somalia,137,GOVERNMENT OF ITALY,ITA,Italy,ITA_GOVT,Italy Government,82878.89
2486,Somalia,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,7292080.91
2487,Somalia,145,GOVERNMENT OF KUWAIT,KWT,Kuwait,KWT_GOVT,Kuwait Government,0
2488,Somalia,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,1645198.13
2489,Somalia,231,GOVERNMENT OF SWEDEN,SWE,Sweden,SWE_GOVT,Sweden Government,0
2490,Somalia,248,GOVERNMENT OF UNITED KINGDOM,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,-76315.61
2491,Somalia,280,EUROPEAN UNION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,355797.95
2492,Somalia,297,UNAIDS,UN_AGY 1,UN AGENCY 1,UNAIDS,AGY_UNAIDS,0
2493,Somalia,551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,4440546.12
2494,Somalia,555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,2309855.51
2495,Somalia,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,3554255.69
2496,Somalia,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,0
2497,Somalia,10480,USAID,USA,United States of America,USAID,USAID,461.48
2498,Somalia,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,2708181.86
2499,Somalia,10784,SHELL FOUNDATION,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,SHELL F.,PRIV_SHELL FOUNDATION,99452.04
2500,Somalia,11227,Italian Min. for Foreign Affai,ITA,Italy,ITA_MIN,Italy Ministry,1043
2501,Somalia,11288,Mitsui & CO. Ltd,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,MITSUI & C,PRIV_CORPORATION_JAPAN,7333.52
2502,Somalia,11403,SDC-Swiss Agency For Developme,CHE,Switzerland,CHE_MIN,Switzerland Ministry,3098.6
2503,Somalia,11526,MDTFO/JP_Somalia_Humanitarian,MDTF1,BU,SOM_CHF,MDTFO/JP_Somalia_Humanitarian,541327.81
2504,Somalia,11952,BRA-MAERSK,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,BRAZIL,PRIVATE NATIONAL,153406.09
2505,Somalia,11982,MDTFO/UNDP-Counter Piracy,MDTF1,BU,CPTF,MDTFO/UNDP-Counter Piracy Trus,225164.16
2506,Somalia,12008,STENA AB,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,STENA AB,STENA AB,87362.66
2507,Somalia,12009,NIPPON YUSEN KABUSHIKI KAISHA,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,NYK LINE,NIPPON YUSEN KABUSHIKI KAISHA,65485.93
2508,Somalia,12010,KAWASAKI KISEN KAISHA LIMITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,K LINE,KAWASAKI KISEN KAISHA LIMITED,6373
2509,Somalia,12011,BP INTERNATIONAL LIMITED,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,BP,PRIV_BRITISH PETROLEUM,81081.01
2510,South Africa,6,WORLD HEALTH ORGANIZATION,UN_AGY 1,UN AGENCY 1,WHO,AGY_WORLD HEALTH ORGANIZATION,0
2511,South Africa,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,157798.47
2512,South Africa,95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,0
2513,South Africa,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,47688.03
2514,South Africa,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,0
2515,South Africa,208,GOVERNMENT OF SOUTH AFRICA,ZAF,South Africa,ZAF_GOVT,South Africa Government,532459.65
2516,South Africa,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,-3646.37
2517,South Africa,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,0.08
2518,South Africa,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,52003.99
2519,"South Sudan, Republic of",-,-,-,-,-,-,0
2520,"South Sudan, Republic of",12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,617192.85
2521,"South Sudan, Republic of",15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,97.03
2522,"South Sudan, Republic of",17,AFRICAN DEVELOPMENT BANK,IFI_ADB,IFI_ADB,ADB,African Development Bank,0
2523,"South Sudan, Republic of",31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
2524,"South Sudan, Republic of",32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,35455.51
2525,"South Sudan, Republic of",40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,4991.48
2526,"South Sudan, Republic of",95,GOVERNMENT OF DENMARK,DNK,Denmark,DNK_GOVT,Denmark Government,314103.1
2527,"South Sudan, Republic of",141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,1752997.71
2528,"South Sudan, Republic of",182,GOVERNMENT OF NETHERLANDS,NLD,Netherlands,NLD_GOVT,Netherlands Government,1349654.46
2529,"South Sudan, Republic of",187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,4189596.87
2530,"South Sudan, Republic of",253,GOVERNMENT OF UNITED STATES OF,USA,United States of America,USA_GOVT,United States of America Gover,-17041.36
2531,"South Sudan, Republic of",327,"GLOBAL FUND TO FIGHT AIDS, TUB",FUNDS_GFATM,FUNDS_GFATM,GFATM,GFATM,7451808.99
2532,"South Sudan, Republic of",550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,0
2533,"South Sudan, Republic of",551,DEPARTMENT FOR INT'L DEVELOPME,GBR,United Kingdom,GBR_GOVT,United Kingdom Government,2091359
2534,"South Sudan, Republic of",555,SWEDISH INT'L DEVELOPMENT COOP,SWE,Sweden,SIDA,SIDA,0
2535,"South Sudan, Republic of",560,INTERNATIONAL DEVELOPMENT AGEN,IFI_WB,IFI_WB,WB,WORLD BANK,105956.23
2536,"South Sudan, Republic of",10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,6479.37
2537,"South Sudan, Republic of",10281,DEPT OF FOR AFF & INTL TRADE G,CAN,Canada,CAN_GOVT,Canada Government,16551.53
2538,"South Sudan, Republic of",10480,USAID,USA,United States of America,USAID,USAID,0
2539,"South Sudan, Republic of",10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,42914340.33
2540,"South Sudan, Republic of",11362,UNOCHA/Central_Emg_Resp_Fund,UN_AGY 1,UN AGENCY 1,OCHA,AGY_UNOCHA1,0
2541,"South Sudan, Republic of",11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,150409.15
2542,"South Sudan, Republic of",11364,MDTFO\JP_MDG-F_Conflict_&_PB,MDTF1,BU,MDGF_CONFL,BCPR CONFLICT PREVENTION,-1641.76
2543,"South Sudan, Republic of",11445,UNOPS - EIF Trust Fund manager,UN_AGY 1,UN AGENCY 1,EIF TFM,MULITAG_EIF TF,23770.28
2544,"South Sudan, Republic of",12103,Government of South Sudan,SSD - SOUTH SUDAN,SSD_GOVT,SSD_GOVT,SSD - South Sudan,167427.8
2545,"South Sudan, Republic of",12267,UNDP South Sudan CHF,-,-,-,-,0
2546,Spcl Unit for South South Coop,-,-,-,-,-,-,0
2547,Spcl Unit for South South Coop,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,51158.45
2548,Spcl Unit for South South Coop,455,JAPANESE INTNL COOP  AC.:UNCDF,JPN,Japan,JPN_GOVT,Japan Government,17125.76
2549,Spcl Unit for South South Coop,11140,Japanese international Coopera,JPN,Japan,JPN_GOVT,Japan Government,0.39
2550,Sri Lanka,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,29608.74
2551,Sri Lanka,18,ASIAN DEVELOPMENT BANK,IFI_ASDB,IFI_ASDB,ASDB,Asian Development Bank,0
2552,Sri Lanka,31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
2553,Sri Lanka,32,UN Women,UN_AGY 1,UN AGENCY 1,UNIFEM,AGY_UN DEVELOPMENT FUND FOR WO,0
2554,Sri Lanka,35,UNITED NATIONS CHILDREN'S FUND,UN_AGY 1,UN AGENCY 1,UNICEF,AGY_UNITED NATIONS CHILDREN'S,4990.59
2555,Sri Lanka,40,UN HIGH COMMISSIONER FOR REFUG,UN_AGY 1,UN AGENCY 1,UNHCR,AGY_UN HIGH COMMISSIONER FOR R,3163.38
2556,Sri Lanka,78,GOVERNMENT OF CANADA,CAN,Canada,CAN_GOVT,Canada Government,0
2557,Sri Lanka,112,GOVERNMENT OF FRANCE,FRA,France,FRA_GOVT,France Government,0
2558,Sri Lanka,141,GOVERNMENT OF JAPAN,JPN,Japan,JPN_GOVT,Japan Government,0
2559,Sri Lanka,187,GOVERNMENT OF NORWAY,NOR,Norway,NOR_GOVT,Norway Government,867616.71
2560,Sri Lanka,188,GOVERNMENT OF NEW ZEALAND,NZL,New Zealand,NZL_GOVT,New Zealand Government,79823.68
2561,Sri Lanka,221,GOVERNMENT OF SRI LANKA,LKA,Sri Lanka,LKA_GOVT,Sri Lanka Government,0
2562,Sri Lanka,296,UNITED NATIONS,UN_AGY 1,UN AGENCY 1,UN,United Nations,84051.3
2563,Sri Lanka,550,CANADIAN INTERNATIONAL DEVELOP,CAN,Canada,CAN_MIN,Canada Ministry,38513.64
2564,Sri Lanka,1860,UN High Com'r Human Rights,UN_AGY 1,UN AGENCY 1,UNHCHR,Office of the UN High Commissi,499.72
2565,Sri Lanka,10159,EUROPEAN COMMISSION,FUNDS_EU,FUNDS_EU,EU,EUROPEAN UNION,524373.7
2566,Sri Lanka,10238,UNISDR,UN_AGY 1,UN AGENCY 1,UNISDR,AGY_UNISDR,0
2567,Sri Lanka,10425,NORWEGIAN EMBASSY,NOR,Norway,NOR_MIN,Norway Ministry,0
2568,Sri Lanka,10480,USAID,USA,United States of America,USAID,USAID,122229.1
2569,Sri Lanka,10714,UNDP AS AA FOR JP PASS THROUGH,MDTF1,BU,UNDP(JPAA),MDTF_PASSTHROUGH,46010.43
2570,Sri Lanka,10835,AMERICAN RED CROSS,PRIV_INTL 1,PRIVATE SECTOR INTERNATIONAL 1,ARC_ USA,PRIV,0
2571,Sri Lanka,11025,INDIA DISASTER MITIGATION,PRIV_NATL 1,PRIVATE SECTOR NATIONAL 1,AIDMI,PRIV_ORGANIZ. INDIA,0
2572,Sri Lanka,11234,Australian Agency for Int'l De,AUS,Australia,AUS_MIN,Australia Ministry,656328.615
2573,Sri Lanka,11363,Peacebuilding Fund,MDTF1,BU,PBF,PEACEBUILDING,0
2574,Sri Lanka,11854,Australian DFAT,AUS,Australia,AUS_MIN,Australia Ministry,74827.7
2575,St. Lucia,12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,0
2576,St. Lucia,224,GOVERNMENT OF SAINT LUCIA,LCA,Saint Lucia,LCA_GOVT,Saint Lucia Government,0
2577,"Sudan, Republic of the",-,-,-,-,-,-,0
2578,"Sudan, Republic of the",12,UNITED NATIONS DEVELOPMENT PRO,UN_AGY 1,UN AGENCY 1,UNDP_AGY,AGY_UNITED NATIONS DEVELOPMENT,898553.17
2579,"Sudan, Republic of the",15,WORLD BANK (INT'L. BANK FOR RE,IFI_WB,IFI_WB,WB,WORLD BANK,0
2580,"Sudan, Republic of the",17,AFRICAN DEVELOPMENT BANK,IFI_ADB,IFI_ADB,ADB,African Development Bank,0
2581,"Sudan, Republic of the",31,UNITED NATIONS POPULATION FUND,UN_AGY 1,UN AGENCY 1,UNFPA,AGY_UNITED NATIONS POPULATION,0
