awardID,projectID,donorID,short_descr,long_descr,donor_type_lvl1,donor_type_lvl1_descr,donor_type_lvl3,donor_type_lvl3_descr,fiscal_year,budget,expenditure
45260,53431,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,928.44,-20435.12
46927,56138,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,943185.53,841558.14
46927,56138,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,1677955.32,974749.55
47220,56564,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,0,-76.66
45032,58731,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,82550,0
41283,60050,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,1070,192.44
14877,60285,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,1,-77.75
49447,60304,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,0,-1170.49
49476,60369,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,4000,20566.07
46904,62759,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,0,-1213.09
46904,62759,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,0,-3251.21
46927,62789,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,1141036.99,1141065.37
46927,62789,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,600000,350304.75
50733,62797,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,1039824.98,167224.96
50733,62797,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,65270,872567.87
48982,70002,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,232155.57,68843.5
48982,70002,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,163312.07,163312.07
48521,71060,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,0,687.79
57613,71252,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,502568.73,366390.82
57613,71252,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,107000,89308.5
58528,72727,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,865371.87,736492.14
58528,72727,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,132209.72,141324.27
46781,73642,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,0,0
59170,73922,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,542995.93,543370.8
59170,73922,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,454385,359560.75
59287,74098,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,514913,33685.86
59287,74098,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,481227,353984.18
46927,75336,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,0,36860.98
46927,75336,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,229757,150901.83
39444,75712,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,10103.59,7361.53
60215,75717,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,23259.66,18284.42
60215,75717,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,79169.51,55961.22
60936,76948,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,189764.88,12282.12
60936,76948,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,644912.26,472858.99
60959,76990,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,86736.74,86298.04
60959,76990,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,16688.57,16688.57
61104,77273,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,12219898,12219897.98
61366,77715,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,595643.81,379018.95
61366,77715,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,1,-576
61368,77717,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,509532.05,426470.32
61368,77718,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,291309.07,153808.18
61368,77718,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,76892,-125.48
61383,77736,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,200000,199608.16
61383,77737,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,1929705.96,2122270.84
61383,77737,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,0,-1183.87
61387,77743,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,182940.18,85887.18
61387,77744,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,108711.91,27005.92
61442,77821,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,675.8,675.77
61680,78266,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,310000,32073.24
61680,78266,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,277926.76,132344.8
49570,78897,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,852344.99,727979.63
49570,78897,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,1323210.22,1380912.86
61994,79194,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,428000,0
61994,79194,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,428000,411232.8
62435,79921,10281,DFAIT,DEPT OF FOR AFF & INTL TRADE GOV CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2011,17574.75,-128.59
62435,79921,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,133878.59,134425.08
64107,80984,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,0,4760.71
64257,81133,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,15442.21,3241.16
64390,81228,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,159832.81,142498.01
65228,81825,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,250000,250000
68012,83458,10281,DFAIT,DEPARTMENT OF FOREIGN AFFAIRS AND INTERNATIONAL TRADE (DFAIT) GOVERMENT OF CANADA,NON_PROG CTY,NON_PROGRAMME COUNTRY,CAN,Canada,2012,20865,18079.55
35048,37539,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,880,0
36301,39387,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,0,0
35395,45180,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,20,0
43947,51486,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,0,26516.74
45719,54066,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,0,1073.51
46614,55606,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,159463.24,68379.7
46614,55606,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,164683.54,164381.69
46702,55777,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,0,14473.52
46702,55777,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,6642,6628.7
48060,58061,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,7749.34,7956.88
48074,58065,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,407502.07,402214.73
48074,58065,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,377797.2,373925.44
48371,58481,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,954310.15,939024.91
48829,59158,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,4405,1404.32
48829,59158,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,6420,2272.64
49254,59937,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,105000,4002.47
49254,59937,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,42800,20352.98
49651,60718,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,138000,74597.43
49651,60718,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,212444,213346.21
49663,60756,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,23351.78,13456
49663,60756,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,1576.69,1576.91
50304,62082,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,44137.5,353.41
50304,62082,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,23125,15935.43
50567,62536,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,0,0
56485,69146,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,29975,25818.46
56485,69146,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,675000,535815.42
56678,69518,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,411703.85,125756.87
56678,69518,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,506977.44,133517.96
57613,71252,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,304270.9,302250.83
57613,71252,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,241927,225263.01
58071,71985,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,20000,577.41
58071,71985,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,19404,0
58071,71986,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,87725.12,83952.74
58071,71986,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,181128.22,85776.32
58071,71988,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,17779.69,3711.23
58071,71988,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,13972,0
58289,72356,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,136425,40439.09
58289,72356,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,150643,18796.39
58395,72529,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,103566.39,103481.75
49651,72574,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,2356,743.27
58646,72941,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,148441.1,144469.71
58646,72941,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,145770,134090.78
48083,73115,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,184271.68,182525.3
48083,73115,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,1791.26,1654.01
58922,73419,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,309551,293517.12
58922,73419,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,241457,212242.13
59221,74003,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,200000,69178.35
59221,74003,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,200000,101176.12
59396,74253,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,16401.91,9111.47
59396,74253,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,7290.44,2634.02
57788,74430,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,122245.2,-52774.72
41978,74666,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,319502,147893.46
41978,74666,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,310251.85,254893.19
58922,76082,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,500000,0
49835,76510,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,234669.12,202585.9
49835,76510,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,310687.63,302288.52
60975,77016,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,1,0
59634,77091,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,221970,222706.03
59634,77091,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,197401.05,188665.54
61275,77582,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,292110,167934.28
58922,78991,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,964568.62,681589.5
58922,78991,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,499891,487942.79
58922,78993,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,1037334.04,479790.06
58922,78993,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,0,47190.71
58922,79239,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,1086901.72,420946.83
58922,79239,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,662426,621616.97
62148,79489,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,10791.05,4300.41
62148,79489,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,107979.05,50377.74
62358,79820,10282,SDC,SWISS AGY FOR DEVELOPMENT & COOPERATION,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2011,558035.71,155147.66
62358,79820,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,358049.45,288012.4
62923,80250,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,0,0
65052,81680,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,45055,44569.93
57476,82160,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,433383.38,348712.69
66933,82939,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,70000,47622.9
67517,83242,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,62278,38744.44
68012,83458,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,69990.85,70704.06
68654,83712,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,25222,1300.67
50865,83839,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,89773,8890.76
68654,84155,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,134623.56,133905.44
70335,84376,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,4313.26,4031.08
70905,84650,10282,SDC,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC,NON_PROG CTY,NON_PROGRAMME COUNTRY,CHE,Switzerland,2012,0,0
25532,25532,10283,KFW,KREDITANSTALT FUR WIEDERAUFBAU,NON_PROG CTY,NON_PROGRAMME COUNTRY,DEU,Germany,2011,220000,105981.03
